h: 0.01
xi step: 0.001
xi: 0.1392851562500001
+----------------------+------------------------+------------------------+--------------------+
|          z           |          u_p           |           u            |         F          |
| 0.38000000000000017  | 2.587961265900935e-06  | 3.659611096410394e-07  | 4129.009578123542  |
|  0.3900000000000002  | 2.5648100553742354e-06 | 3.6470763046124196e-07 | 4219.762985409031  |
|  0.4000000000000002  | 2.539946664289361e-06  | 3.634321923756455e-07  |  4308.18365871509  |
|  0.4100000000000002  | 2.513308291330604e-06  | 3.6213610906085953e-07 | 4394.111733712248  |
|  0.4200000000000002  | 2.4848346284144394e-06 | 3.608207744451908e-07  |  4477.38430298631  |
|  0.4300000000000002  | 2.4544683724059062e-06 | 3.5948766277131544e-07 | 4557.836097719912  |
|  0.4400000000000002  | 2.422155772269758e-06  | 3.5813832813363514e-07 | 4635.3002472049975 |
| 0.45000000000000023  | 2.387847212539375e-06  | 3.5677440344818993e-07 | 4709.609117817367  |
| 0.46000000000000024  | 2.3514978337999933e-06 | 3.5539759881479666e-07 | 4780.595232448729  |
| 0.47000000000000025  | 2.313068190649664e-06  | 3.540096992336424e-07  | 4848.092270647199  |
| 0.48000000000000026  | 2.2725249473128463e-06 | 3.5261256164195526e-07 | 4911.936148856283  |
| 0.49000000000000027  | 2.229841610727458e-06  | 3.5120811124066245e-07 | 4971.966179157732  |
|  0.5000000000000002  | 2.184999300494738e-06  | 3.497983370861856e-07  | 5028.026303808716  |
|  0.5100000000000002  | 2.137987554558579e-06  | 3.483852869287571e-07  | 5079.9664016126035 |
|  0.5200000000000002  | 2.0888051688511397e-06 | 3.4697106128590557e-07 | 5127.643660770852  |
|  0.5300000000000002  | 2.0374610683860677e-06 | 3.4555780674806505e-07 | 5170.924011327986  |
|  0.5400000000000003  | 1.983975206378325e-06  | 3.441477085226123e-07  |  5209.68360864146  |
|  0.5500000000000003  | 1.928379486896235e-06  | 3.4274298223299836e-07 | 5243.810357484954  |
|  0.5600000000000003  | 1.870718705279531e-06  | 3.413458650009647e-07  | 5273.2054644321315 |
|  0.5700000000000003  | 1.8110514990556355e-06 | 3.399586058520331e-07  | 5297.785004076717  |
|  0.5800000000000003  | 1.7494513003208695e-06 | 3.3858345549741257e-07 | 5317.481482437478  |
|  0.5900000000000003  | 1.6860072784855076e-06 |  3.37222655559022e-07  | 5332.245378592374  |
|  0.6000000000000003  | 1.6208252598700386e-06 | 3.358784273182749e-07  | 5342.046643210893  |
|  0.6100000000000003  | 1.554028607841013e-06  | 3.3455296008337936e-07 | 5346.876130241507  |
|  0.6200000000000003  | 1.4857590439425175e-06 | 3.332483992838685e-07  |  5346.74693560607  |
|  0.6300000000000003  | 1.4161773867691487e-06 | 3.3196683441456167e-07 | 5341.695614409721  |
|  0.6400000000000003  | 1.3454641810961303e-06 | 3.3071028696377416e-07 |  5331.78324596139  |
|  0.6500000000000004  | 1.2738201849987727e-06 | 3.294806984719046e-07  | 5317.096313899216  |
|  0.6600000000000004  | 1.2014666773364622e-06 | 3.2827991887606547e-07 | 5297.747367026799  |
|  0.6700000000000004  | 1.128645542049752e-06  | 3.271096953036604e-07  | 5273.875425209144  |
|  0.6800000000000004  | 1.0556190792616827e-06 | 3.2597166148222326e-07 | 5245.646093991252  |
|  0.6900000000000004  | 9.826694862783509e-07  | 3.2486732793385855e-07 | 5213.2513516504205 |
|  0.7000000000000004  | 9.100979444168399e-07  |  3.23798073119715e-07  | 5176.908973362199  |
|  0.7100000000000004  |  8.3822324042581e-07   | 3.2276513569256337e-07 | 5136.861559261177  |
|  0.7200000000000004  |  7.67379844527063e-07  | 3.2176960800326257e-07 | 5093.375136646336  |
|  0.7300000000000004  | 6.979153614156442e-07  | 3.208124309893003e-07  | 5046.737311672191  |
|  0.7400000000000004  | 6.301872667949346e-07  | 3.1989439055042237e-07 |  4997.25495285157  |
|  0.7500000000000004  | 5.645588414164404e-07  | 3.190161154875181e-07  |  4945.25139784751  |
|  0.7600000000000005  | 5.013942187986448e-07  | 3.181780770465165e-07  | 4891.063186612058  |
|  0.7700000000000005  | 4.4105247400383046e-07 | 3.1738059006944444e-07 | 4835.036338163011  |
|  0.7800000000000005  | 3.8388070187229356e-07 | 3.166238157106823e-07  | 4777.522205327504  |
|  0.7900000000000005  | 3.302060674643371e-07  | 3.159077656288661e-07  | 4718.8729616542605 |
|  0.8000000000000005  | 2.803268633615502e-07  | 3.152323075152711e-07  | 4659.436797247106  |
|  0.8100000000000005  | 2.3450268273002453e-07 | 3.1459717176972815e-07 |  4599.55292507203  |
|  0.8200000000000005  | 1.9294391866726408e-07 |  3.14001959087466e-07  |  4539.54652553187  |
|  0.8300000000000005  | 1.558009338175255e-07  | 3.1344614867742396e-07 | 4479.723783477842  |
|  0.8400000000000005  | 1.2315341209406608e-07 | 3.129291067975366e-07  | 4420.367196389962  |
|  0.8500000000000005  | 9.500060489788007e-08  | 3.124500952684274e-07  | 4361.731352498612  |
|  0.8600000000000005  | 7.125340796280103e-08  | 3.120082796169817e-07  |  4304.03938957603  |
|  0.8700000000000006  | 5.172942945574132e-08  | 3.1160273650816215e-07 |  4247.48034460347  |
|  0.8800000000000006  | 3.615239327806164e-08  | 3.112324601491806e-07  | 4192.207586492843  |
|  0.8900000000000006  | 2.4157295044320887e-08 | 3.1089636739550913e-07 | 4138.338483387583  |
|  0.9000000000000006  | 1.530259168683061e-08  | 3.105933013521868e-07  | 4085.955388571861  |
|  0.9100000000000006  | 9.090230266208763e-09  | 3.103220333432055e-07  | 4035.107933015377  |
|  0.9200000000000006  | 4.993372336939664e-09  | 3.100812632106334e-07  | 3985.816491283811  |
|  0.9300000000000006  | 2.4901636279318304e-09 | 3.0986961799525227e-07 | 3938.076551817871  |
|  0.9400000000000006  | 1.0999130944505955e-09 | 3.0968564913171676e-07 | 3891.8635933607834 |
|  0.9500000000000006  | 4.159820429932343e-10  | 3.0952782835304233e-07 | 3847.1379778872188 |
|  0.9600000000000006  | 1.2841713779360926e-10 | 3.0939454253296833e-07 | 3803.8493537505383 |
|  0.9700000000000006  | 3.018208160856597e-11  | 3.092840876964454e-07  | 3761.9401509804256 |
|  0.9800000000000006  | 4.859124479821154e-12  | 3.0919466240129435e-07 | 3721.347946008229  |
|  0.9900000000000007  | 4.5279903326915893e-13 | 3.091243606487198e-07  | 3682.0067292677363 |
|  1.0000000000000007  | 1.8350622152511464e-14 | 3.090711644325091e-07  | 3643.847331585422  |
+----------------------+------------------------+------------------------+--------------------+
